product_link,product_name,product_currency,product_price,product_description
https://lab401.com/products/shark-jack,Shark Jack,EUR,109.00,Introduction The Hak5 Shark Jack is a powerful keyring-sized network auditor. Always ready for opportunistic engagements or when advanced physical access is unavailable - the Shark Jack provides and automated scriptable environment and even packs an SSH shell. Comes in two versions: the Shark Jack Standalone or Shark J
https://lab401.com/products/usbkill-v4-pro-kit,USBKill V4,EUR,129.00,"USBKill V4 The USBKill is a device that stress tests hardware. When plugged in power is taken from the USB power lines, multiplied, and discharged into the data lines, typically disabling an unprotected device.Used by penetration testers, hardware manufacturers, law enforcement, and industrial clients worldwide, the US"
https://lab401.com/products/usbninja,USBNinja,EUR,99.00,"Introduction The USBNinja is a highly covert USB exploit framework allowing for wireless remote triggering of custom payloads. While dormant, the USBNinja functions as a regular USB Cable: Data Transfer, Recharging, etc. However, when triggered (via smartphone or dedicated long-range antenna) - it executes its preprogr"
https://lab401.com/products/rubber-ducky,Rubber Ducky,EUR,89.00,"Introduction This is the updated (2023) edition of the Rubber Ducky with USB-C and USB-A connections! The Hak5 Rubber Ducky is an automated USB-Keystroke Injection Platform. Pocket-sized, powerful and cross-platform, when plugged into a device, the Rubber Ducky emulates a keyboard and executes its payload, typing at ov"
https://lab401.com/products/hid-emulator-bash-bunny,Bash Bunny,EUR,149.00,"Introduction If you can physically access a device, the Hak5 Bash Bunny will get you electronic access. In short - it's the world's most powerful USB Attack Platform. In detail, it is a cross-platform, multi-payload, multi-tool capable of simultaneously emulating and abusing devices trusted by devices - input devices, "
https://lab401.com/products/usb-bluetooth-adaptor-hc-06,USB Bluetooth Adaptor HC-06,EUR,29.00,"Introduction The HC-06 is a Bluetooth Low Energy USB Adaptor, officially compatible with the Proxmark 3 RDV4.01 device. Technical Specifications Size: 27 x 13 x 5mm Power Consumption: 8mA What's included 1x HC-06 BLE Adaptor Technical Resources HC06 BLE Adaptor Drivers"
https://lab401.com/products/lab401-delivery-protection,Lab401 Delivery Protection,EUR,15.00,"All Lab401 shipments are insured with the carrier.We also provide an advanced insurance, Lab401 Delivery Protection. Lab401 Delivery Protection allows you to order with confidence - if your order is lost or damaged, we can expedite the replacement process, instead of waiting for the carrier to investigate. Without Prot"
https://lab401.com/products/wifi-pineapple-v7,WiFi Pineapple Mark VII,EUR,149.00,"Introduction The Hak5 WiFi Pineapple is a highly advanced WiFi auditing and MITM platform. The original ""RougeAP"" device - the WiFi Pineapple provides an end-to-end workflow to bring WiFi clients from their trusted network to your rouge network."
https://lab401.com/products/proxmark-3-rdv4-sim-sam-extension,Proxmark 3 RDV4 - SIM/SAM Extension,EUR,19.95,"Introduction The Proxmark 3 RDV4 has support for SIM/SAM debugging / programming / manipulation. The SIM/SAM extension connects to the SIM/SAM slot on the Proxmark 3 RDV4. Since 2021, this product is bundled with all Proxmark 3 RDV4.01. What's included 1x SIM/SAM Extension Module Shipping &amp; Packaging Each item is d"
https://lab401.com/products/icode-sli-slix-compatible-uid-modifiable,ICODE SLI/SLIX Compatible UID Modifiable,EUR,29.99,"ICODE SLI/SLIX Compatible tag - UID Changeable The world's first ICODE SLI/SLIX Compatible UID Modifiable cards. True ISO15693 cards, fully rewritable and unlocked. Badges come in white ABS. Supports fully unlocked read / write Proxmark 3 compatible Powerful Make 100% perfect clones of your existing badges quickly and "
https://lab401.com/products/hunter-cat-card-skimmer-detector,Hunter Cat - Card Skimmer Detector,EUR,49.00,"Hunter Cat: ATM Card Skimmer Detector The Hunter Cat is the world's first pocket ATM Card Skimmer Detector.Card Skimmers are devices containing magnetic readers that are covertly added onto / into ATMs, allowing criminals to 'skim' the data off a card's magnetic strip. Over time, Card Skimmers have become increasingly "
https://lab401.com/products/proxmark-3-rdv4-flash-support,Lab401 Flashing Multi-tool for Proxmark & Chameleon,EUR,29.99,"Introduction The Lab401 Flashing Multi-tool allows reflashing of your important pen-testing hardware quickly and easily. Compatible with the Proxmark 3 RDV4 &amp; 4.01, and the ChameleonMini RevE &amp; RevG - all headers and pins are in place for painless, solder free flashing. There multi-tool has inputs for two progr"
https://lab401.com/products/keysy-blank-lf-tag-pack-of-5,Keysy Blank LF Tag - Pack of 5,EUR,21.99,"Keysy Blank LF Tag - Pack of 5 Please note: This product is sold in Packs of 5 If you want to write sniffed / saved tags from your Keysy LF RFID Cloner onto physical badges, you'll need these Keysy Blank Badges.   The Keysy LF Badges are built to last: ABS Plastic with Stainless Steel Spine Waterproof / dust-proof / sh"
https://lab401.com/products/mifare-compatible-1k-uid-modifiable,MIFARE Classic® Compatible 1K UID Modifiable - Pack of 5,EUR,13.99,"MIFARE Classic® Compatible 1K tag - UID Changeable Please note: Sold in a pack of 5 Need to make perfect clones of MIFARE Classic® Compatible 1K cards and tags ? Our UID Modifiable ""Magic"" MIFARE Classic® Compatible 1K tags are what you need. This card is compatible with the Flipper Zero Feature Information Notes Chips"
https://lab401.com/products/desfire-compatible-emulator-uid-modifiable,MIFARE DESFire® Compatible UID Modifiable Emulator Card,EUR,29.99,"DESFire Compatible UID Modifiable Emulator Card MIFARE DESFire® remains the industry standard for ultra-high security badges. As of yet - the MIFARE DESFire® remains invulnerable to all channels of analysis. The inner workings of the MIFARE DESFire® cards remain under NDA lock and key, making it incredibly difficult to"
https://lab401.com/products/ultralight-compatiblr-direct-write-uid,MIFARE Ultralight® Compatible Direct Write UID,EUR,12.99,"MIFARE Ultralight® Compatible tag - Direct Write UID Need to make perfect clones of MIFARE Ultralight® cards and tags ? Our UID Modifiable ""Magic"" MIFARE Ultralight® Compatible Direct Write tags are what you need. Feature Information Notes Chipset MIFARE Ultralight® Compatible Memory Size 48 Bytes UID Size 7 Byte UID M"
https://lab401.com/products/ntag-compatible-213-direct-write-uid,NTAG® 213 Compatible Direct Write UID,EUR,14.99,"NTAG® 213 Compatible UID Changeable via Direct Write UID Modifiable NTAG® cards are difficult to find, and Direct Write NTAG® cards are practically impossible to find.  These tags are Direct Write, means that Block 0 / UID can be written without any backdoor commands, making them ideal for users using Android and MCT. "
https://lab401.com/products/mifare-compatible-1k-direct-write-uid,MIFARE Classic® Compatible 1K Direct Write UID,EUR,12.99,"MIFARE Classic® Compatible 1K tag - UID Changeable via Direct Write Need to make perfect clones of MIFARE Classic® Compatible 1K cards and tags ? Our UID Modifiable ""Magic"" MIFARE Classic® Compatible 1k Direct Write tags are what you need. Feature Information Notes Chipset MIFARE Classic® Compatible Memory Size 1K UID "
https://lab401.com/products/mifare-compatible-4k-direct-write-uid,MIFARE Classic® Compatible 4K Direct Write UID,EUR,29.99,"MIFARE Classic® Compatible 4K 4-Byte UID Changeable via Direct Write Need to make perfect clones of MIFARE Classic® 4K 4-Byte UID cards and tags ? Our UID Modifiable ""Magic"" MIFARE Classic® Compatible 4K Direct Write tags are what you need. Feature Information Notes Chipset MIFARE Classic® Compatible Memory Size 4K UID"
https://lab401.com/products/rfid-blocker-nfc-jammer,ARD RFID Blocker (Pack of 2) - NFC Jammer,EUR,16.90,"Active RFID Defence - Protect your RFID security Sold in a pack of 2 cards The Lab401 ARD RFID Defence Card protects against credential theft and unintentional data egress. Operating on the 13.56MHz frequency, it provides active defense to protect all 13.56MHz chipsets: NFC, EMV (Visa/Credit cards, TouchPass, etc), Pas"
https://lab401.com/products/ultralight-c-compatible-uid-modifiable,MIFARE Ultralight-C® Compatible UID Modifiable,EUR,29.99,"Ultralight-C Compatible tag - UID Changeable Need to make perfect clones of MIFARE Ultralight-C® cards and tags ? Our UID Modifiable ""Magic"" MIFARE Ultralight-C® Compatible tags are what you need. Feature Information Notes Chipset MIFARE Ultralight-C ® Compatible Memory Size 148 Bytes UID Size 7 Byte UID Modifiable ✔️ "
https://lab401.com/products/ntag-compatible-21x,Magic NTAG® 21x / NTAG® I2C / MIFARE Ultralight® EV1 Compatible Tag,EUR,29.99,"Magic NTAG® 21x / NTAG® I2C / MIFARE Ultralight® EV1  Compatible Tag Representing years of work, these magic NTAGs represent an entirely new generation of magic cards. Much more than a simple care, this one card represents many tag types in one, allowing 100% genuine, unlocked, unlimited emulation of the following tag "
https://lab401.com/products/undetectable-mifare-compatible-1k-one-time-write-uid,Undetectable MIFARE Classic® Compatible 1K - One Time Write UID,EUR,4.99,"MIFARE Classic® 1K Compatible Blank UID tag - One Time Write UID Need to make perfect, undetectable of MIFARE Classic® 1K Cards ? Many access control systems / RFID readers are now able to detect ""Chinese Magic"" tags by sending the ""Unlock Command"" (0x40 / 0x43). If the badge replies, it is flagged as an imposter / clo"
https://lab401.com/products/proxmark-3-rdv2,Proxmark 3 RDV2,EUR,219.00,"Introduction The Proxmark 3 is a dedicated, highly-capable multi-tool for RFID analysis. Since its original creation in 2007, there have been huge leaps in the electronics field. The Proxmark 3 RDV2 is a fully revised, modernized version of the already powerful tool. mRedesigned from the ground up to be more capable, p"
https://lab401.com/products/mifare-compatible-1k-uid-modifiable-pack-of-5,MIFARE Classic® Compatible 1K UID Modifiable Coin Tag - Pack of 5,EUR,3.99,"MIFARE Classic® Compatible 1K tag - UID Changeable - White PVC Disc Please note: Sold in a pack of 5 Need to make perfect clones of MIFARE Classic® 1K cards and tags ? Our UID Modifiable ""Magic"" MIFARE Classic® Compatible 1K tags are what you need. This card is compatible with the Flipper Zero Feature Information Notes"
https://lab401.com/products/usb-rfid-reader-writer-scl-3711,USB RFID Reader/Writer SCL-3711 REPLACED,EUR,49.99,SCL3711 - Compact and capable USB RFID reader/writer   THIS PRODUCT HAS BEEN REPLACED BY DL533N : https://lab401.com/collections/hardware/products/usb-rfid-reader-writer-dl533n The recommended reader for MIFARE® Compatible UID Changeable Tags! SCL3711 has a small form factor to make it the optimal NFC reader and writer
https://lab401.com/products/proxmark-3-rdv4-long-range-hf-antenna-1,Proxmark 3 RDV4.01- Long Range HF Antenna Pack,EUR,79.99,"Introduction The Proxmark 3 RDV4 has a modular antenna system, allowing for antennas to be hot-swapped depending on your assignment requirements. The Long Range HF External Antenna Pack containts two high performance, pre-tuned for antennas the Proxmark 3 RDV4, providing the highest read/write/sniff performance possibl"
https://lab401.com/products/proxmark-3-rdv4,Proxmark 3 RDV4.01,EUR,299.00,"The Proxmark 3 RDV4.01 is a dedicated, highly-capable multi-tool for RFID analysis, providing reading, writing, analysis, snooping, replaying, emulation, modulation, demodulation, decoding, encoding, decryption, encryption for any RFID system operating in the 125KHz, 134KHz and 13.56MHz frequencies."
https://lab401.com/products/keysy-lf-rfid-emulator-duplicator,Keysy LF RFID Duplicator & Emulator,EUR,39.99,"Introduction The Keysy LF Duplicator and Emulator is a powerful pocket-sized device for copying and emulating LF RFID tags. The device can hold four LF tags, which can be written off the device at a later time onto the Keysy LF tags. Tag reading is rapid and subtle - place the device on top of the target badge, and it "
https://lab401.com/products/nfckill-professional-version,NFCKill (Professional Version),EUR,229.00,"Introduction The NFC Kill is the world's only RFID fuzzing tool. It is used to securely disable RFID badges, test RFID hardware, audit access control failure modes, and probe / exploit RFID attack surfaces during penetration testing. It is the only tool available to securely and permanently disable RFID cards in a mann"
https://lab401.com/products/proxmark-3-rdv4-standalone-kit,Proxmark 3 RDV4 - BlueShark Standalone Module,EUR,99.00,"Introduction The Proxmark 3 RDV4 ""BlueShark"" Standalone Kit brings integrated, wireless standalone functionality to the Proxmark 3 RDV 4: Standalone Mode Offline sniffing Offline reading &amp; simulation Built with penetration testers in mind, this upgrade consists of: Bluetooth 2.0 EDR module Rechargeable polymer lith"
https://lab401.com/products/long-range-rfid-reader-writer-dl533n-xl,Long Range RFID Reader / Writer DL533N XL,EUR,129.00,"The world's only LibNFC Compatible Long Range Reader / Writer The DL533N XL is the first publicly available Long Range, LibNFC Compatible Reading / Writing Device, providing read, write and sniff distances of up to 180mm. Based on the rock-solid DL533N hardware, the XL is 178x178mm, with a built in active RF range-boos"
https://lab401.com/products/proxmark-3-rdv4-01-long-range-lf-antenna-pack,Proxmark 3 RDV4.01- Long Range LF Antenna Pack,EUR,79.99,"Introduction The Proxmark 3 RDV4 has a modular antenna system, allowing for antennas to be hot-swapped depending on your assignment requirements. The Long Range LF External Antenna Pack containts two high performance, pre-tuned for antennas the Proxmark 3 RDV4, providing the highest read/write/sniff performance possibl"
https://lab401.com/products/usb-rfid-reader-writer-dl533n,USB RFID Reader/Writer DL533N,EUR,49.99,Lab401's DL533N - Compact and capable USB 13.56MHz RFID reader/writer The recommended reader for MIFARE® Compatible UID Changeable Tags! DL533N has a small form factor to make it the optimal NFC reader and writer for mobile usage. Plug it into your laptop to instantly upgrade your machine with NFC capability. Compatibl
https://lab401.com/products/proxmark-3-rdv4-01-upgraded-replacement-antenna,Proxmark 3 RDV4.01- Upgrade / Replacement Antenna,EUR,24.99,"Introduction One of the advantages of the Proxmark 3 RDV4.01 is its enhanced built-in antenna system, which includes the new ""Q-Switch"" and ""F-Switch"" functionality on the LF Antenna, and the improved performance of the HF Antenna. Users with the original Proxmark 3 RDV4 (Original Antennas) can upgrade their antennas w"
https://lab401.com/products/rfid-field-detector,RFID Field Detector,EUR,16.99,"Introduction The RFID Field Detector detects and displays the presence of Low Frequency (125KHz) and High Frequency (13.56MHz) fields. Designed to be compact and discrete, it fits neatly onto your keyring. The RFID Field Detector is an indispensable tool: Pentesting: Perform rapid access control reconnaissance Developm"
https://lab401.com/products/proxgrind-chameleon-mini-revg,Proxgrind ChameleonMini RevG,EUR,109.00,"Introduction The ChameleonMini is an RFID Emulation Device, capable of simulating multiple types of RFID Tag Formats in one device. The Chameleon Mini RevG by Proxgrind is newest and most powerful Chameleon Mini, providing enhanced performance, Bluetooth, and an expanded command toolset. European Exclusive to Lab401 an"
https://lab401.com/products/proxrf-125khz-biochip-antenna,ProxRF 125KHz Biochip Antenna,EUR,29.99,"Introduction The Proxmark 3 RDV4 has a modular antenna system, allowing for antennas to be hot-swapped depending on your assignment requirements. The ProxLF 125KHz antenna is designed specifically for communicating with Dangerous Things biochips. 125KHz chips have limited anti-tearing support; interrupted writes can le"
https://lab401.com/products/lab401-pentester-pack,Lab401 Pentester Pack,EUR,460.00,"The Lab401 Pentester Pack is a curated collection of the must-have tools for pentesters. With this pack, you are equipped to face virtually any pentest scenario you'll ever face: RFID sniffing, emulating, reading, writing, SDR/RF Capture, Replay, Decoding, BadUSB/Rubber Ducky, Infrared, Wifi and more."
https://lab401.com/products/chameleon-lite,Chameleon Lite,EUR,59.00,"Introduction The ChameleonLite is a low-cost, high-precision RFID emulator, optimised for 13.56MHz emulation, specifically MIFARE® and 14A Chipsets. While the ChameleonUltra has evolved into a powerful multi-frequency tool, the ChameleonLite is essentually an updated version of the ChameleonMini - with several useful i"
https://lab401.com/products/chameleon-ultra-devkit,Chameleon Ultra DevKit,EUR,129.00,"The ChameleonUltra for developers: easy access to headers for flashing, debugging, expansion and learning, on the world's most powerful RFID emulation platform."
https://lab401.com/products/bugblat-minisniffer-v2,BugBlat miniSniffer 2,EUR,149.00,"Introduction The BugBlat miniSniffer v2 is a powerful USB Sniffer / Protocol Analyser and USB inspection and debugging device. The V2 combines the performance and large on-board capture buffer (256MB) of the ezSniffer, and the compact form-factor of the miniSniffer V1. Compact, powerful and cross-platform, it is bundle"
https://lab401.com/products/bugblat-minisniffer,BugBlat miniSniffer,EUR,59.00,"The  BugBlat miniSniffer is an obsolete product.It has been replaced by the miniSniffer V2. This page is maintained for archival purposes. Introduction The BugBlat miniSniffer is a simple, economic USB Sniffer / Protocol Analyser solution. The miniSniffer supports untethered operation, but has less storage space (128KB"
https://lab401.com/products/rfid-antenna-extender,RFID Range Extenders,EUR,35.00,"Introduction The RFID Range Extender is a unique passive antenna system built for a variety of use-cases. Boosting the range of unstable / under-performing antennas (up to 7cm) Physically displacing the reading zone of a device (up to 50cm) No wiring or soldering required, and compatible with all RFID systems - simple "
https://lab401.com/products/ics-decoder-iclass-se-seos-cloner-decoder,iCS Decoder for iCLASS® SE / SEOS Decoder,EUR,425.00,"Introduction Lab401 is the exclusive distributor for the iCopy-X in Europe and Oceania. The iCS Decoder is an iCopy-X accessory that allows for the rapid decoding and cloning of iCLASS SE® / SEOS® Decoder. Until now, cloning of iCLASS SE® and iCLASS SEOS® has been impossible. With the iCS Decoder and iCopy-X - it's as "
https://lab401.com/products/bugblat-ezsniffer,BugBlat EzSniffer,EUR,89.00,"The  BugBlat ezSniffer is an obsolete product.It has been replaced by the miniSniffer V2. This page is maintained for archival purposes. Introduction The BugBlat EzSniffer is a simple, economic USB Sniffer / Protocol Analyser solution. Compact, powerful and cross-platform, it is bundled with a mature cross-platform sof"
https://lab401.com/products/hydrabus,HydraBus,EUR,75.00,"Introduction The HydraBus is an immensely capable, open source multi-tool for anyone interested in learning/developping/debugging/hacking/Pen Testing for basic or advanced embedded hardware. Use it as the very capable foundation for your custom hardware tool, or pair it with the NFC Shield for an incredibly flexible an"
